is_offensive,tags
0,"fear the walking dead 0x00 . fear the walking dead . fear the walking dead s00e00 . fear the walking dead 0x00 . vilã fear the walking dead . nova vilã fear the walking dead . rick grimes . rick grimes morre . nerd . filme . critica . fear the walking dead . the walking dead . twd . fear twd . morgan . the walking dead morgan . ftwd . lucas torres . fear the walking dead online . fear the walking dead assistir . fear the walking dead . rick . carl morreu . onde passa fear the walking dead"
0,"n000snow . # esporte . # futebol . # futebol internacional"
0,"busto . ozob . unbox"
0,"mumuzinho . show famosos . miguel falabella . claudia raia . politicos . lula . solto . preso . faustão . errou . vivo . domingão faustão . globo . fantastico . famosos . jurados . brasil . futebol . copa mundo . 0000 . hoje . noticias live . zapblog00000mari"
0,"compassos . anacruse . compasso tético . compasso acéfalo . marcação compassos . regência . iniciação regência . solfejo rítmico . leitura rítmica . anacrúsico . moira l'abbate . tipos compasso . gestos regência"
0,"maricá . condado . centro . casa . projeto . niterói . flamengo . verde . paisagens . cavalleiro . cavaleiro . cavalleiros . cavaleiros . flavio . broker . petroleo . br . rj . rio . praia . remax . itaipuaçu"
0,"rap . hiphop . pagode . samba . rb . rythm and blues . soul . neosoul . blackmusic . rap nacional . rap brasileiro . rimas"
0,"cidadenegra . eldoboss . vagabundoprodigio . rap . funk . bahia . baiano . pagode . rapfunk . rapsamba . rapagode"
0,"ludmilla . mc beyonce . funk . funk carioca . pop . querer . hoje . warner . mc ludmilla . jogando sujo . quero ver jogando sujo . cheguei . pop music . pop brasil . funk brasileiro . brazilian music . brazilian pop . rio janeiro . warner music . music . ludmilla jogando sujo . nova lud . nova ludmilla . música nova ludmilla . música lud . lud clipe . novo clipe . ludmila . felipe sassi . vai bandida . din din din . pode dar cima mim"
0,?
0,"canaldootario . otarioanonymous . canal otario . cdo . lava jato . gilmar . stf . otarionews"
0,"neymar . meme . melhores memes . titi . copa 0000 . 00 . bruna . memes bruna . novinha . putaria . eis . eis . dorgas . melhores memes copa . memes copa . 0000 . bruna marquezine . marquezine . copa mundo . memes copa mundo . porno . dança . sexo . linda . # 0 . rindo . bunda . bundão . morena . gostosa . morena dançando . chupando . perfeita"
0,"faustão abre porta porra . faustão . faustão - abre porta porra . samuel sacólli . samuelsacolli . sacólli . samuel . faustão samuel sacólli . meme . sam . meme abre porta porra"
0,"ahoradorap . hora rap"
0,"canaldootario . otarioanonymous . canal otario . cdo . análise . debate . presidenciáveis . band . bolsonaro . marina silva . joão amoedo . henrique meirelles . álvaro dias . boulos . cabo daciolo . alckmin . haddad . lula . eleições 0000 . ursal . otarionews"
0,?
0,"canaldootario . otarioanonymous . canal otario . warren . investimento . fundo investimento . selic . renda fixa . renda variável . ações . bovespa . aplicativo"
0,"videonews.fun . bbb 00 . bbb . tv famosos . famosos . entretenimento plus . cinema . estrela . big brother brasil"
0,"canaldootario . otarionews"
0,"canaldootario . otarioanonymous . canal otario . cdo . direitos trabalhistas . terceirização . fgts . inss . fundo garantia . salário . canal otário . trabalhador . cut . empregado . direitos . labour law ( field of study ) . clt . aposentadoria . aposentado"
0,"vagabundo . tbm . ama"
0,"porta fundos . kibe loco . fabio porchat . gregorio duviver . ian sbf . antonio tabet . joão vicente castro . comedia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira . ceu . religiao . deus . marido . mulher . morte . paraiso . catolico . evangelico . viuva . padre . pastor . nutella . rafael portugal"
0,"taticelo . webtv . famosos . youtubers . notícias . stories . fofocas . babados . treta . musica . mc . funk . rap . filme . sbt . rede . humor . videos youtube . youtube . hoje . amanhã . ontem . canal . brasil . 0000 . polêmicas"
0,"charge . charges.com.br . uol . mauricio ricardo . humor . tobby entrevista . espinha firmose . pouca justiça muita dupla . sertanejo . corno"
0,"parafernalha . parafernalia . humor . comedia . esquete . canal parafernalha . canal parafernalia . jhonny drumond . cezar maracuja . victor lamoglia . renata canossa . mariana rebelo . daniel curi . gps . uber . carona . constrangimento . saia justa . caminho errado . motorista . passageiro . transporte"
0,"felipe marx . coach . desenvolvimento pessoal . fazer . felipe marx original 's . vida . vida foda . original films . vida . reflexão . reflexão sobre vida . sobre vida . . vida . vida . felipe marx 's . autoconhecimento . autoestima . 0000 . protagonista . curso protagonista . protagonista 0.0 . protagonista felipe marx . felipe marx protagonista . protagonista vale pena . perder vergonha . motivação . motivacional . video motivacional . motivar"
0,"vegan . vegano . comida vegana . felipe neto . castanhari . indireta . carol dias"
0,"pegadinha . ousadia . comédia . pegadinha mulheres . garota programa . turma . sacanas . puta . putas . cantada . cantadas . xaveco . xavecos . puta pegadinha . namoro . namorar . traveco . travecos . bate pra mim . negociando . trote . gozar . sexo . pegadinhas . perguntando sexo . quer fazer sexo . prostituta . jabeque . broma . xoxota . bunda . peitos . mulher interesseira . humor . gps . anal giratório . santa sacana . xavecando garotas programa - puta pegadinha ( ft . turma sacanas )"
0,"meninas superpoderosas . meninas superpoderosas . cartoon network . cartoon network meninas superpoderosas . meninas super poderosas . menina superpoderosa . lindinha meninas superpoderosas . meninas poderosas . meninas superpoderosas episódio completo . meninas superpoderosas episódios completos . meninas superpoderosas br . desenhos hd . desenho . desenhos crianças . desenhos animados . desenho animado novo . desenhos antigos"
0,"picau picau . pica pau . picapau . desenho . desenho animados . picapal portugues . desenho animado . pica pal . desenhos animados portugues . picapal . picapal portugues completo . pica-pau pica-pau . episodios completo . episodios completo portugues . desenhos portugues . pica pau movie . pica pau português filme . pica pau episodes . pica pau português desenho . pica pau antigo português desenho . pica pau amarelo portugues . pica pau português completo"
0,"porta fundos . kibe loco . fabio porchat . gregorio duviver . ian sbf . antonio tabet . joão vicente castro . comedia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira . adulto . 00 anos nao cm . relacionamento . pau amigo . sexo . amizade . pau . casamento . cu . relacionamento aberto . buceta . buceta amiga . evelyn castro"
0,"porra hulk . drinkeria . tutorial drink . cocktail . midori . canal aí . receita drinks . hulk"
0,"rap . nacional . canaltb . canaltudubom . hiphop . hip . hop . # tudubom . # tdbm . tudubom . tudobom . tudu . bom . tudo . shadow . sha . dow . dowsha . maoli . mãoli . maolee . mãolee . filipe . ret . filiperet . felipe"
0,"iepg . bispo arnaldo . pastor arnaldo . apostolo arnaldo . simpatias . ganhar dinheiro . ganhar dinheiro . prosperidade . riqueza . dinheiro . simpatia pra ganhar dinheiro apóstolo arnaldo . oração . oração noite . apóstolo arnaldo . videos humor . humor . comedia . vídeos humor whatsapp . pregação . emprego . ganhar dinheiro youtube . ganhar dinheiro internet . engraçado . alta . flocks . cheque . cartao"
0,"égua . égua pará . ze00 . égua mãe . girias . belem . pará . belém . belem . belenenses . girias nordestinas . paraense . belém pará . girias paraenses . cultura pará . cultura paraense . zé rede . ze rede"
0,"thejhonnygame . ei . dinheiro . deve . arrombado . arrombado sapo doido . sapo doido arrombado . sapo epiletico . sapo louco . sapo itanhaem . itnhaem mil grau . itanhaem . sapo epiletico piscando . sapo epilepsia . sapo piscando doido . musica sapo piscando . sapinho doido piscando . thejhonnygame sapo epiletico . sapo doidao"
0,"mova . canal mova . monja coen . leandro karnal . budismo . zen . filosofia . filosofia oriental . bem estar . felicidade . motivacional . inspiracional . ser feliz"
0,"# anitta . # medicina . # parodia . # bondeg . # fubukibiel . # glaydson . # engraçado . # performace"
0,"coletivo sub versos . coletivo . sub . versos . manxa . beats . kuazi . luks . rap . nacional . bahia . ba . trap . resl . real trap"
0,"rap . hip-hop . trap . trap funk . funk consciente . s.o.s . favela . grande . som autentico . noizfirma"
0,"porta . . fundos . anões . . chamas . kibe . loco . kibeloco . kibeloko . loko . fábio . porchat . gregório . duvivier . ian . sbf . antonio . tabet . antônio . joão . vicente . comédia . humor . engraçado . funny . comedy . brazil . deus . religião . parafernalha . felipe . neto . felipe neto . rafael . infante . clarice . falcão . silas . malafaia"
0,"porta . . fundos . kibe . loco . kibeloco . fabio . porchat . gregório . duviver . ian . sbf . antonio . tabet . joão . vicente . . castro . comédia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira . peido"
0,"parafernalha . vídeo . humor . comédia . esquete . youtube . youtuber . . canal . dilma . felipe neto . cezar maracuja . victor lamoglia . jhonny drumond . daniel curi . renata canossa . mariana rebelo . parafernalha humor . parafernalha academia . parafernalha auto escola . parafernalha surpresa . parafernalha tropa elite . parafernalha sequestro . parafernalha deus . parafernalha ponto vista . parafernalha churrasco . parafernalha enem . parafernalha padaria . parafernalha festa"
0,"alysson . mc allyson . mc alysson foda . mc alysson . mc alysson rd . mc alyson . mc alysson 0000 . foda . mc alisson . roh dm . funk fc . mc alison . funkfc . funk fc filmes . mc alysson vem falar ama . lusao mc alysson . mc alysson ilusao . mc allysson . mc pikiel . alisson . dj narru . vem falar ama . dj lk . logo boca moleque envolvido . mc gui mendes . mc . roh . ilusao . clipe moca . funksc"
0,"porta fundos . kibe loco . fabio porchat . gregorio duviver . ian sbf . antonio tabet . joão vicente castro . comedia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira . pau . penis . apelido . grande . pequeno . mentira . fofoca . bullying . bully . trabalho . empresa"
0,"iepg . bispo arnaldo . pastor arnaldo . apostolo arnaldo . beijo gay . lgbt . gay . beijo . tipos beijos . lésbicas . lgbtq . lesbica . apóstolo arnaldo fala beijo gay . dois homens apaixonam . dois homens beijando . filho . beijo gay . parada gay . gays . homofobia . homofobía brasil . sai armario . deus nao querm gays . biblia condena homossexualismo . homossexualidade . respeito . respeitar diferenças . lgbt . lgbtq"
0,"canaldootario . otarioanonymous . canal otario . cdo . agenda 0000 . onu . globalismo . nova ordem mundial . bernardo küster . olavo carvalho"
0,"embrulha pra viagem . embrulha . humor . comedia . comedy . mauricio barros . marcelo laham . willians mezzacapa . teatro . teatro alternativo . peça tearo . teatro embrulha pra viagem"
0,"canaldootario . otarioanonymous . canal otario . cdo . canal otário . nsdo"
0,"rap . nacional . canaltb . canaltudubom . hiphop . hip . hop . # tudubom . # tdbm . tudubom . tudobom . tudu . bom . tudo . shadow . sha . dow . dowsha . maoli . mãoli . maolee . mãolee . filipe . ret . filiperet . felipe . # loucopravoltar . louco pra voltar . selfie . clipe oficial . filipe ret 0000 . rap nacional"
0,"brazil today . bbb00 . bbb"
0,?
0,"parafernalha . parafernalia . humor . comedia . esquete . canal parafernalha . canal parafernalia . jhonny drumond . cezar maracuja . victor lamoglia . renata canossa . mariana rebelo . daniel curi . churrasco . amigos . reunião . trocadilhos . duplo sentido . reencontro"
0,"supercombo . banda supercombo . supercombo morar . desde veio morar . supercombo rogerio morar . clipe casa . clipe supercombo morar . morar clipe oficial"
0,"canaldootario . otarioanonymous . canal otario . cdo"
0,"tribo periferia . tribo . pirata esquina . pirata . rap . funk . hip hop . música sertaneja . playlist . imprevisivel . combinado . doce alma . perdidos narnia . narnia . fumaça genio . letras . letra . hungria . hungria hip hop . gusttavo lima . anitta . kevinho . kekel . kondzilla . gr0 . brasil . paulo . brasília . brazil . 0000 . alma pipa . efeitos longe . visão tá ouro . copa mundo . insonia . valores . marilia mendonça . official music video . lançamento . onerpm . fluminense 0 x 0 flamengo"
0,"movimento acelerado movimento retardado . movimento acelerado . movimento retardado . aula física . física . aula sobre movimento acelerado . aula sobre movimento retardado"
0,"sertanejo . 0000 . musica . autorais . youtube . facebook . instagram . internet . moda . modão . fama . vivo . cantor . compositor . videos . cover . top . news . novidade . novos . talentos . tv . google . estrela . celebridade . like . dvd . cd . tag . produtor . empresario . artista . audiomix . workshow . fs produções artisticas . balada music"
0,?
0,"porta fundos . kibe loco . fabio porchat . gregorio duviver . ian sbf . antonio tabet . joão vicente castro . comedia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira . gay . rola . camillo borges . contar pra mãe . homossexualidade . homossexual . beijo ombro . aids . burberry . echarpe"
0,"rap . batalha rap . batalha museu . meleca videos . bmo . aline . alves . instrumental rap"
0,"canaldootario . otarionews"
0,"porta . . fundos . kibe . loco . kibeloco . fabio . porchat . gregorio . duviver . ian . sbf . antonio . tabet . joão . vicente . . castro . comédia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira . relacionamento . peido . banheiro . coco . cagar"
0,"porta fundos . kibe loco . fabio porchat . gregorio duviver . ian sbf . antonio tabet . joão vicente castro . comedia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira"
0,"tribo periferia . tribo . imprevisivel . rap . hip hop . funk . sertanejo . playlist . official music video . lançamento . letra . 0000 . brasil . paulo . brazil . brasília . doce alma . alma pipa . insônia . combinado . narnia . troco . hungria hip hop . anitta . marilia mendonça . kevinho . mc . pedrinho . kondzilla . gr0 . visão tá ouro . magazine . valores . sosu otario . fumaça gênio . letras . efeitos longe . matilha . 0 kilo . onerpm . copa mundo . pirata esquina"
0,"canaldootario . otarioanonymous . canal otario . cdo . lula . inelegível . eleições . candidato . tse"
0,?
0,"falaidearo . fala ai dearo . gabriel dearo . manu digilio . humor . comédia . paródia . la casa papel . paródia la casa papel . bella ciao . quer vrau . paródia quer vrau . la casa mamãe . dia mães . mc mm"
0,"0000 . # raprj . reeomix . quinta dimensao . foda linda . camaradas camarao . hip hop . rio janeiro . rap . carne alma . rap nacional . foda linda 0000 . tudo quer 0000 . vai la 0000 . bom dia . música . music . oficial . rod parracho . luan lk . bruno chelles . vai lá . luz todo morro . 0000 alquimia . 0000 acustico"
0,"canaldootario . otarioanonymous . canal otario . cdo . dólar . investimento . warren . mercado financeiro . otarionews . bom jair acostumando"
0,"canal vilinha . corinthians . paródia . timão . zueira . futebol . humor . esportes . risada . coringão . canal . vilinha . corinthians . paulo . palmeiras . santos . cruziero . fluminense . tapetão . internacional . atlético . mineiro . paranaense . comédia . entretenimento . torcida . fiel . cantos . corinthiano . corintiano . gritos . musicas . brasileirão . 0000 . 0000 . copa mundo . copa . mundo . brasil . seleção brasileira"
